snap_transform_1,snap_transform_2,next_event_type_1,last_event_type_1,days_since_event,days_until_event
0,22,National,National,0,0
0,22,National,National,0,0
0,22,National,National,0,0
0,22,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,22,National,National,0,0
0,22,National,National,0,0
0,22,National,National,0,0
0,22,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,22,National,National,0,0
0,22,National,National,0,0
0,22,National,National,0,0
0,22,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,22,National,National,0,0
0,22,National,National,0,0
0,22,National,National,0,0
0,22,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,22,National,National,0,0
0,22,National,National,0,0
0,22,National,National,0,0
0,22,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,18,National,National,0,0
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,23,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,19,Sporting,National,1,19
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,23,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,20,Sporting,National,2,18
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,24,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,21,Sporting,National,3,17
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,24,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,22,Sporting,National,4,16
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,23,Sporting,National,5,15
0,23,Sporting,National,5,15
0,23,Sporting,National,5,15
0,22,Sporting,National,5,15
0,22,Sporting,National,5,15
0,22,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,23,Sporting,National,5,15
0,23,Sporting,National,5,15
0,23,Sporting,National,5,15
0,22,Sporting,National,5,15
0,22,Sporting,National,5,15
0,22,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,23,Sporting,National,5,15
0,23,Sporting,National,5,15
0,23,Sporting,National,5,15
0,22,Sporting,National,5,15
0,22,Sporting,National,5,15
0,22,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,23,Sporting,National,5,15
0,23,Sporting,National,5,15
0,23,Sporting,National,5,15
0,22,Sporting,National,5,15
0,22,Sporting,National,5,15
0,22,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,23,Sporting,National,5,15
0,23,Sporting,National,5,15
0,23,Sporting,National,5,15
0,22,Sporting,National,5,15
0,22,Sporting,National,5,15
0,22,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,23,Sporting,National,5,15
0,23,Sporting,National,5,15
0,23,Sporting,National,5,15
0,22,Sporting,National,5,15
0,22,Sporting,National,5,15
0,22,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,25,Sporting,National,5,15
0,23,Sporting,National,5,15
0,23,Sporting,National,5,15
0,23,Sporting,National,5,15
0,22,Sporting,National,5,15
0,22,Sporting,National,5,15
0,22,Sporting,National,5,15
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,24,Sporting,National,6,14
0,24,Sporting,National,6,14
0,24,Sporting,National,6,14
0,23,Sporting,National,6,14
0,23,Sporting,National,6,14
0,23,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,24,Sporting,National,6,14
0,24,Sporting,National,6,14
0,24,Sporting,National,6,14
0,23,Sporting,National,6,14
0,23,Sporting,National,6,14
0,23,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,24,Sporting,National,6,14
0,24,Sporting,National,6,14
0,24,Sporting,National,6,14
0,23,Sporting,National,6,14
0,23,Sporting,National,6,14
0,23,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,24,Sporting,National,6,14
0,24,Sporting,National,6,14
0,24,Sporting,National,6,14
0,23,Sporting,National,6,14
0,23,Sporting,National,6,14
0,23,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,24,Sporting,National,6,14
0,24,Sporting,National,6,14
0,24,Sporting,National,6,14
0,23,Sporting,National,6,14
0,23,Sporting,National,6,14
0,23,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,24,Sporting,National,6,14
0,24,Sporting,National,6,14
0,24,Sporting,National,6,14
0,23,Sporting,National,6,14
0,23,Sporting,National,6,14
0,23,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,25,Sporting,National,6,14
0,24,Sporting,National,6,14
0,24,Sporting,National,6,14
0,24,Sporting,National,6,14
0,23,Sporting,National,6,14
0,23,Sporting,National,6,14
0,23,Sporting,National,6,14
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,25,Sporting,National,7,13
0,25,Sporting,National,7,13
0,25,Sporting,National,7,13
0,24,Sporting,National,7,13
0,24,Sporting,National,7,13
0,24,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,25,Sporting,National,7,13
0,25,Sporting,National,7,13
0,25,Sporting,National,7,13
0,24,Sporting,National,7,13
0,24,Sporting,National,7,13
0,24,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,25,Sporting,National,7,13
0,25,Sporting,National,7,13
0,25,Sporting,National,7,13
0,24,Sporting,National,7,13
0,24,Sporting,National,7,13
0,24,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,25,Sporting,National,7,13
0,25,Sporting,National,7,13
0,25,Sporting,National,7,13
0,24,Sporting,National,7,13
0,24,Sporting,National,7,13
0,24,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,25,Sporting,National,7,13
0,25,Sporting,National,7,13
0,25,Sporting,National,7,13
0,24,Sporting,National,7,13
0,24,Sporting,National,7,13
0,24,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,25,Sporting,National,7,13
0,25,Sporting,National,7,13
0,25,Sporting,National,7,13
0,24,Sporting,National,7,13
0,24,Sporting,National,7,13
0,24,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,26,Sporting,National,7,13
0,25,Sporting,National,7,13
0,25,Sporting,National,7,13
0,25,Sporting,National,7,13
0,24,Sporting,National,7,13
0,24,Sporting,National,7,13
0,24,Sporting,National,7,13
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,25,Sporting,National,8,12
0,25,Sporting,National,8,12
0,25,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,25,Sporting,National,8,12
0,25,Sporting,National,8,12
0,25,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,25,Sporting,National,8,12
0,25,Sporting,National,8,12
0,25,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,25,Sporting,National,8,12
0,25,Sporting,National,8,12
0,25,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,25,Sporting,National,8,12
0,25,Sporting,National,8,12
0,25,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,25,Sporting,National,8,12
0,25,Sporting,National,8,12
0,25,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,26,Sporting,National,8,12
0,25,Sporting,National,8,12
0,25,Sporting,National,8,12
0,25,Sporting,National,8,12
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,26,Sporting,National,9,11
0,26,Sporting,National,9,11
0,26,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,26,Sporting,National,9,11
0,26,Sporting,National,9,11
0,26,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,26,Sporting,National,9,11
0,26,Sporting,National,9,11
0,26,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,26,Sporting,National,9,11
0,26,Sporting,National,9,11
0,26,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,26,Sporting,National,9,11
0,26,Sporting,National,9,11
0,26,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,26,Sporting,National,9,11
0,26,Sporting,National,9,11
0,26,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,27,Sporting,National,9,11
0,26,Sporting,National,9,11
0,26,Sporting,National,9,11
0,26,Sporting,National,9,11
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,27,Sporting,National,10,10
0,27,Sporting,National,10,10
0,27,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,27,Sporting,National,10,10
0,27,Sporting,National,10,10
0,27,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,27,Sporting,National,10,10
0,27,Sporting,National,10,10
0,27,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,27,Sporting,National,10,10
0,27,Sporting,National,10,10
0,27,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,27,Sporting,National,10,10
0,27,Sporting,National,10,10
0,27,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,27,Sporting,National,10,10
0,27,Sporting,National,10,10
0,27,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,28,Sporting,National,10,10
0,27,Sporting,National,10,10
0,27,Sporting,National,10,10
0,27,Sporting,National,10,10
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,28,Sporting,National,11,9
0,28,Sporting,National,11,9
0,28,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,28,Sporting,National,11,9
0,28,Sporting,National,11,9
0,28,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,28,Sporting,National,11,9
0,28,Sporting,National,11,9
0,28,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,28,Sporting,National,11,9
0,28,Sporting,National,11,9
0,28,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,28,Sporting,National,11,9
0,28,Sporting,National,11,9
0,28,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,28,Sporting,National,11,9
0,28,Sporting,National,11,9
0,28,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
0,29,Sporting,National,11,9
