event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,tm_d,tm_w,tm_m,tm_y,tm_wm,tm_dw,tm_w_end
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
SuperBowl,Sporting,,,1,1,0,7,5,2,0,1,6,1
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,0,1,8,6,2,0,2,0,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
,,,,1,1,1,9,6,2,0,2,1,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
LentStart,Religious,,,1,0,0,10,6,2,0,2,2,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,11,6,2,0,2,3,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,1,12,6,2,0,2,4,0
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
,,,,0,1,0,13,6,2,0,2,5,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
ValentinesDay,Cultural,,,0,0,1,14,6,2,0,2,6,1
